Name,Group,SMARTS,Author,Article,Alert_ID,Endpoint,Endpoint_index
Weakly acidic phenols (chloro-substituted),"Phenols containing one to three chlorine substituents, and/or alkyl substituents","NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [$(c1([OH1])c(Cl)c([#1,Cl,$([$([CH3]),$([CH2]   ","Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., ",CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY,TA692,Acute_Aquatic_Toxicity,0
Weakly acidic phenols (alkyl-substituted),R = alkyl,"NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [$(c1([OH1])c([$([CH3]),$([CH2][CH3]),$([CH2]   ","Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., ",CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY,TA693,Acute_Aquatic_Toxicity,0
Anilines (nitro-substituted),"Anilines containig one nitro substituent, and/or one to three chlorine substituents, and/or alkyl substituents","NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [$(c1([NH2])c([$([NX3](=[OX1])=[OX1]),$([NX3+   ","Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., ",CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY,TA694,Acute_Aquatic_Toxicity,0
Anilines (chloro-substituted),"Anilines containing one to three chlorine substituents, and/or alkyl substituents","NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [$(c1([NH2])c(Cl)c([#1,Cl,$([$([CH3]),$([CH2]   ","Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., ",CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY,TA695,Acute_Aquatic_Toxicity,0
Anilines (alkyl-substituted),R = alkyl,"NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [$(c1([NH2])c([$([CH3]),$([CH2][CH3]),$([CH2]   ","Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., ",CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY,TA696,Acute_Aquatic_Toxicity,0
Pyridines  (chloro-substituted),"Pyridines containing one or two chlorine substituents, and/or alkyl substituents","NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [$(n1c(Cl)c([#1,Cl,$([$([CH3]),$([CH2][CH3]),   ","Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., ",CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY,TA697,Acute_Aquatic_Toxicity,0
Pyridines  (alkyl-substituted),R = alkyl,"[$(n1c([$([$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),$([CH2]   ","Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., ",CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY,TA698,Acute_Aquatic_Toxicity,0
Compounds with a (good) leaving group at an 伪-position from unsaturations,R = any atom/ group; Y = (good) leaving group,NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [CX3]=[CX3][CX4][$([OX2][Sv6X4](=[OX1])(=[OX1   ,"Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., ",CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY,TA699,Acute_Aquatic_Toxicity,0
Compounds with a (good) leaving group at an 伪-position from aromatic bond,R = any atom/ group; Ar = any aromatic atom;  Y = (good) leaving group,NOT [!#1!#6!#7!#8!#16!F!Cl!Br] AND [a!r0][CX4][$([OX2][Sv6X4](=[OX1])(=[OX1])[OH   ,"Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., ",CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY,TA700,Acute_Aquatic_Toxicity,0
Organotin compounds,Class 4 type compounds (compounds and groups of compounds acting by a specific mechanism),[Sn][#6],"Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., ",CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY,TA701,Acute_Aquatic_Toxicity,0
Pyrethroids,R = -CH3 or -CO2CH3,"[$(CC(=C[CH]1C([CH]1C(=O)OC1C(=C(C(=O)C1)CC=CC=C)C)(C)C)C),$(C(=C[CH]1C([CH]1C(=O)O[CH]1C(=C(C(=O)C1)CC=CC=C)C)(C)C)(C)C(=O)OC)]","Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., ",CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY,TA702,Acute_Aquatic_Toxicity,0
Organophosphorothionate esters,R = any carbon atom,"[Pv5X4](=[SX1])([OX2][#6])([OX2,SX2][#6])([OX2,SX2][#6])","Verhaar,H.J.M., Leeuwen, C.J., Hermens, J.L.M., ",CLASSIFYING ENVIRONMENTAL POLLUTANTS. 1: STRUCTURE-ACTIVITY RELATIONSHIPS FOR PREDICTION OF AQUATIC TOXICITY,TA703,Acute_Aquatic_Toxicity,0
Naphthafurans,SMARTS: ,c1cccc2c1c3c(c5CNCOc25)cco3,"Schorpp, K, Rothenaigner, I, Salmina, E, Reinshagen, J, Low, T, Brenke, JK, Gopalakrishnan, J, Tetko, IV, Gul, S, Hadian, K, ",Identification of Small-Molecule Frequent Hitters from AlphaScreen High-Throughput Screens.,TA2841,AlphaScreen-FHs,1
Phenoxazines,SMARTS: ,"[OX1,N]=[#6]1-,:[#6]=,:[#6]2-,:[#16X2,#8X2]-,:[#6]3=,:[#6]-,:[#6](=,:[#6]-,:[#6]=,:[#6]3-,:[#7]=,:[#6]2-,:[#6]=,:[#6]1)","Schorpp, K, Rothenaigner, I, Salmina, E, Reinshagen, J, Low, T, Brenke, JK, Gopalakrishnan, J, Tetko, IV, Gul, S, Hadian, K, ",Identification of Small-Molecule Frequent Hitters from AlphaScreen High-Throughput Screens.,TA2842,AlphaScreen-FHs,1
Anthrones,SMARTS: ,"[#6]2=,:[#6]3-,:[#6]4=,:[#6](-,:[#6]=,:[#6]-,:[#6]=,:[#6]4)-,:[#6](=O)-,:[#6]4=,:[#6]3-,:[#6](=,:[#6]-,:[#6]=,:[#6]4)[#7]-,:[#6]2=O","Schorpp, K, Rothenaigner, I, Salmina, E, Reinshagen, J, Low, T, Brenke, JK, Gopalakrishnan, J, Tetko, IV, Gul, S, Hadian, K, ",Identification of Small-Molecule Frequent Hitters from AlphaScreen High-Throughput Screens.,TA2843,AlphaScreen-FHs,1
Imidazotriazoles,SMARTS: ,"[c,n]1cnn2c([NH])cnc12","Schorpp, K, Rothenaigner, I, Salmina, E, Reinshagen, J, Low, T, Brenke, JK, Gopalakrishnan, J, Tetko, IV, Gul, S, Hadian, K, ",Identification of Small-Molecule Frequent Hitters from AlphaScreen High-Throughput Screens.,TA2844,AlphaScreen-FHs,1
Indenones,SMARTS: ,"[#6R1]1-,:[#6R1](=[OX1])c2ccccc2-,:[#6]([NX3])=,:1","Schorpp, K, Rothenaigner, I, Salmina, E, Reinshagen, J, Low, T, Brenke, JK, Gopalakrishnan, J, Tetko, IV, Gul, S, Hadian, K, ",Identification of Small-Molecule Frequent Hitters from AlphaScreen High-Throughput Screens.,TA2845,AlphaScreen-FHs,1
Indolines,SMARTS: ,[CX4]1c2ccccc2[NX3]([CX4][CX4][CX4][NX3])[CX4]1,"Schorpp, K, Rothenaigner, I, Salmina, E, Reinshagen, J, Low, T, Brenke, JK, Gopalakrishnan, J, Tetko, IV, Gul, S, Hadian, K, ",Identification of Small-Molecule Frequent Hitters from AlphaScreen High-Throughput Screens.,TA2846,AlphaScreen-FHs,1
Cyanothiopyrans,A = any aromatic atom,[NH2]C1=C(C#[NX1])[C!H0](-cc)C(C#[NX1])=C([NH2])S1,"Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3412,AlphaScreen-GST-FHs,2
Cyanodithiine,Singleton,"[#16X2]1-,:[#6X3]([CX2]#[NX1])=,:[#6X3]([CX2]#[NX1])-,:[#16X2]-,:[#6X3]([CX2]#[NX1])=,:[#6X3]1([CX2]#[NX1])","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3413,AlphaScreen-GST-FHs,2
Azafluorenones,A = aromatic C or N,"[OX1,SX1]=[#6X3]1c2c([nX2][cX3,nX2,nX3][cX3,nX2,nX3][cX3,nX2,nX3]2)[c,n]2c1[cX3!$([#6X3]=[A])][cX3!$([#6X3]=[A])][cX3!$([#6X3]=[A])][cX3!$([#6X3]=[A])]2","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3414,AlphaScreen-GST-FHs,2
Cyanothioazinones,A = aromatic C or N,"[SX1]=[#6X3]1-,:[#7X3H1]-,:[#7X2,#6X3!$([#6X3]=[A])]=,:[#7X2,#6X3!$([#6X3]=[A])]-,:[#7X2,#6X3!$([#6X3]=[A])]=,:[#6X3]1([CX2]#[NX1])","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3415,AlphaScreen-GST-FHs,2
Cyanopyridinones,SMARTS: ,"[OX1]=[#6X3]1-,:[#6X3]=,:[#6X3]-,:[#6X3]([CX2]#[NX1])=,:[#6X3]2-,:[#7X3]([CX4][CX4]([OX2H1])[CX4][NX3H1]c5ccccc5)-,:[#6]3ccccc3-,:[#7X3]12","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3416,AlphaScreen-GST-FHs,2
Thienopyridinones,"Copy of PAINS-filter ""Het_65_E"" (Baell JB. (2010) J. Med Chem. 53(7):2719-40)",[SX2]1C(=C(C4=C1[NX3!H0]C(C(=[C!H0]4)C(=[OX1])[OX2H1])=[OX1])[NX3H2])C(=[OX1])[NX3!H0],"Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3417,AlphaScreen-GST-FHs,2
Pyranopyridinones,A dashed line indicates double or aromatic bond,"[OX2]1[CX3]([NX3H2])=[CX3]([CX2]#[NX1])[CX4][#6X3]2[#6X3](=[OX1])-,:[#7X3H1]-,:[#6X3]=,:[#6X3]-,:[#6X3]12","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3418,AlphaScreen-GST-FHs,2
Benzoxathiolones,Expanded PAINS-filter 鈥淭hio_carbonate_A鈥? (Baell JB. (2010) J. Med Chem. 53(7):2719-40),"[$([#8]1-,:[#6](-,:[#16]c4cc(ccc14)[#7,#8])=[OX1,SX1]),$([#8]1-,:[#6](-,:[#16]c4ccc(cc14)[#7,#8])=[OX1,SX1])]","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3419,AlphaScreen-GST-FHs,2
Indoloquinones,SMARTS: ,"[#6X3]1-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]2-,:[#6X3]1-,:[#6X3](=[OX1])-,:[#6X3]3-,:[nX3]4-,:[#6X3](-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]4)=,:[#6X3]-,:[#6X3]3-,:[#6X3]2=[OX1]","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3420,AlphaScreen-GST-FHs,2
Catechols,"Restricted PAINS-filter ""Catechol_A"" (Baell JB. (2010) J. Med Chem. 53(7):2719-40)",[OX1]=[CX3]1[CX4][CX4][CX4][CX3]2=[CX3]1[CX4](c5ccc([OX2H1])c([OX2H1])c5)[NX3]c3ccc4[nX2]cccc4c23,"Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3421,AlphaScreen-GST-FHs,2
Pyrazolones,Expanded PAINS-filter 鈥淓ne_five_het_H鈥? (Baell JB. (2010) J. Med Chem. 53(7):2719-40),"[#7X2]1=,:[#6X3]-,:[#6X3](-,:[#6X3](-,:[#7X3]1)=[SX1,OX1])=,:[#6X3H1](-,:[#7X3H1])","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3422,AlphaScreen-GST-FHs,2
Sulfonylamide_A,A = any atom,[$([cX3!$([#6X3]=[A])]3[cX3!$([#6X3]=[A])][cX3!$([#6X3]=[A])][cX3!$([#6X3]=[A])]   ,"Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3423,AlphaScreen-GST-FHs,2
Sulfonylamide_B,"Expanded PAINS-filter ""Diazox_sulfon_B"" (Baell JB. (2010) J. Med Chem. 53(7):2719-40)","[NX3]1([CH3,$(c5[cX3!$([#6X3]=[A])][cX3!$([#6X3]=[A])][cX3!$([#6X3]=[A])][cX3!$(   ","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3424,AlphaScreen-GST-FHs,2
Thiopyrylium,"Copy of Promiscuous-filter ""Thiopyrylium"" (Pearce BC. (2006) J. Chem. Inf. Model. 46(3):1060-8)",c1[#16+]cccc1,"Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3425,AlphaScreen-GST-FHs,2
Pyrimidinones_A,* indicates that a bond also can be aromatic,"[OX1,SX1]=[#6X3]1[#7X3](-,:[#7X2]=,:[#6X3][NX3H1][#6])-,:[cX3!$([#6X3]=[A])]=,:[#7X2]-,:[cX3!$([#6X3]=[A])]=,:[cX3!$([#6X3]=[A])]1","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3426,AlphaScreen-GST-FHs,2
Pyrimidinones_B,SMARTS: ,"[OX1]=[#6X3]1-,:[#6X3]2scc-,:[#6X3]2-,:[#7X3]3-,:[#6X3](=,:[#7X2]-,:[#7X2]=,:[#6X3]3[CX4])-,:[#7X3]1[CX4H3]","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3427,AlphaScreen-GST-FHs,2
Pyrimidinones_C,SMARTS: ,"[OX1,SX1]=[#6X3]1[#7X3]-,:[#6X3!$([#6X3]=[A])](-[NX3])=,:[#7X2]-,:[#6X3]2([nX2][#6X3!$([#6X3]=[A])][#6X3!$([#6X3]=[A])][#6X3!$([#6X3]=[A])]c12)","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3428,AlphaScreen-GST-FHs,2
Pyrimidinodiones,SMARTS: ,"[#6X3]1(=[OX1,SX1])-,:[#7X3H1]-,:[#6X3](=[OX1,SX1])-,:[#7X3,#7X2]~[#6X3]([#7X2,#7X3;R1])-,:[#6X3]1[sX2r5R1,nX2r5R1,$([nx2r6R1]([cX3])[cX3])]","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3429,AlphaScreen-GST-FHs,2
Thienopyrimidinone_A,SMARTS: ,"[OX1,SX1]=[#6X3]1-,:[#7X3H1]-,:[#6X4]-,:[#7X3H1]-,:[#6]2-,:[#16X2,#8X2]-,:[#6]3[CX4][NX3,CX4][CX4][CX4]-,:[#6]3-,:[#6]12","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3430,AlphaScreen-GST-FHs,2
Thienopyrimidinone_B,SMARTS: ,"[OX1,SX1]=[#6X3]1-,:[#6X3]([#6X3]=[OX1])=,:[#6X3]-,:[#7X2]=,:[#6X3]2-,:[#16X2,#8   ","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3431,AlphaScreen-GST-FHs,2
Piperazinediones,SMARTS: ,"[#7X3]1-,:[#6X3](=[OX1,SX1])-,:[#6X3](=[OX1,SX1])-,:[NX3]-,:[#6X3]2[cX3!$([#6X3]=[A])][cX3]([NX3H1][CX3]=[OX1])[cX3!$([#6X3]=[A])][cX3!$([#6X3]=[A])][cX3]12","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3432,AlphaScreen-GST-FHs,2
4-Heteryl-thiazoles,SMARTS: ,"s1[c,nX2][c,nX2](-c(c)[nX2,nX3,sX2])[nX2]c1","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3433,AlphaScreen-GST-FHs,2
Oxadiazoles,SMARTS: ,o1nc([CX4])nc1[CX4H2][SX4](=[OX1])(=[OX1])[CX4H2][CX3](=[OX1])[NX3!H0],"Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3434,AlphaScreen-GST-FHs,2
Cycloheptenones,SMARTS: ,"[#6]1-,:[#6]=,:[#6]-,:[#6X3](=[OX1])-,:[#6]([OX2H1])=,:[#6]-,:[#6]=,:1","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3435,AlphaScreen-GST-FHs,2
Thiophenes,A = any aromatic atom,[sX2]1[cX3]([NX3H1][CX3](=[OX1])-c)[cX3]([CX3](=[OX1])[OX2][CX4H3])[cX3][cX3]1,"Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3436,AlphaScreen-GST-FHs,2
Thiazoles,SMARTS: ,[nX2]1[cX3](-[cX3])[sX2][cX3][cX3]1[CX3](=[OX1])[NX3H2],"Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3437,AlphaScreen-GST-FHs,2
Cyanothioethers,A = aromatic C or N,"[NX1]#[CX2][CX4H2][SX2]c1n[c,n][c,n][c,n]n1","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3438,AlphaScreen-GST-FHs,2
Aminopyrimidines_A,SMARTS: ,c1[nX2]c[nX2][nX3]1[CX4][CX4][NX3]([CX4])-c2cc[nX2]c(-c3cc[nX2]cc3)[nX2]2,"Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3439,AlphaScreen-GST-FHs,2
Fused azacycles_A,A = aromatic C or N,"[nX2R1][c,n;R2]1[c,n;R2]([c,n;R1])[c,n][c,n][c,n;R2]([c,n;R1])[nR2]1[nX2R1]","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3440,AlphaScreen-GST-FHs,2
Fused azacycles_B,A = aromatic C or N,"[NX1]#[CX2]c1[c!$([#6]=[OX1])]n[n,c!$([#6]=[OX1])]2[c,n][c!$([#6]=[OX1])][c!$([#6]=[OX1])]nc12","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3441,AlphaScreen-GST-FHs,2
Aminopyrimidines_B,SMARTS: ,[NX3H2]c1ncnc2ncccc21,"Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3442,AlphaScreen-GST-FHs,2
Ethylenediamines,A = any aliphatic atom,[NX3H1]1[CX4][CX4][CX4][CX4]([NX3H1][CX4][CX4]A-c)[CX4]1,"Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3443,AlphaScreen-GST-FHs,2
Arylethanolamines,A dashed line indicates aromatic bonds; * indicates atoms that must belong to 6-membered ring,"[$([NX3]([CX4,H])([CX4,H])[CX4]),$([OX2]([H,CX4])[CX4])][CX4!H0][CX4H2][NX3H1]c[nX2r6R1][nX2,nX3][nX2,cX3;R1][cX3,nX2][cX3,nX2][sX2,cX3][cX3]","Brenke, JK, Salmina, ES, Ringelstetter, L, Dornauer, S, Kuzikov, M, Rothenaigner, I, Schorpp, K, Giehler, F, Gopalakrishnan, J, Kieser, A, Gul, S, Tetko, IV, Hadian, K, ",Identification of Small-Molecule Frequent Hitters of Glutathione S-Transferase-Glutathione Interaction.,TA3444,AlphaScreen-GST-FHs,2
